Customer ID,Churn Category
7426-GSWPO,5
4195-PNGZS,5
0142-GVYSN,1
3420-ZDBMA,5
2824-DXNKN,5
8777-MBMTS,5
3320-VEOYC,5
4299-SIMNS,1
0559-CKHUS,4
8739-XNIKG,5
8309-PPCED,5
8548-AWOFC,5
4884-TVUQF,1
5995-OIGLP,1
0585-EGDDA,5
9541-PWTWO,1
0716-BQNDX,5
6319-QSUSR,5
2018-PZKMU,5
0872-JCPIB,5
8050-DVOJX,5
4293-ETKAP,5
6762-QVYJO,5
0027-KWYKW,1
2832-KJCRD,5
1106-HRLKZ,5
2951-QOQTK,1
3966-HRMZA,1
0297-RBCSG,5
7748-UMTRK,1
7853-WNZSY,1
9822-BIIGN,1
5815-HGGHV,5
0639-TSIQW,1
2171-UDMFD,5
1345-ZUKID,1
4458-KVRBJ,5
6723-CEGQI,5
8314-DPQHL,5
9921-EZKBY,1
6849-OYAMU,5
9812-GHVRI,2
7427-AUFPY,5
1236-WFCDV,5
3396-DKDEL,5
4558-FANTW,5
6736-DHUQI,3
5834-ASPWA,5
8019-ENHXU,5
3352-RICWQ,5
7938-OUHIO,1
5056-FIMPT,5
5442-BXVND,5
8292-TYSPY,5
2988-PLAHS,5
4439-JMPMT,5
2017-CCBLH,0
4989-LIXVT,5
4079-ULGFR,5
2379-GYFLQ,5
7982-VCELR,1
0015-UOCOJ,5
3970-XGJDU,5
9931-DCEZH,5
4544-RXFMG,5
2144-ESWKO,5
7898-PDWQE,0
3255-GRXMG,5
3413-BMNZE,1
0270-THENM,1
9330-DHBFL,5
9169-BSVIN,5
9823-EALYC,0
3704-IEAXF,5
2672-DZUOY,5
3212-KXOCR,5
0637-UBJRP,5
3841-CONLJ,1
9732-KPKBW,5
5150-ITWWB,5
0772-GYEQQ,5
5399-ZIMKF,1
5766-XQXMQ,5
9828-AOQLM,5
7096-ZNBZI,5
5274-XHAKY,5
7622-FWGEW,5
3179-GBRWV,5
5569-IDSEY,5
8262-COGGB,5
1845-ZLLIG,5
0130-SXOUN,1
2925-MXLSX,5
5018-LXQQG,5
8745-PVESG,5
6510-UPNKS,5
3486-HOOGQ,2
7206-PQBBZ,5
1481-ZUWZA,1
8224-DWCKX,5
2773-MADBQ,5
4704-ERYFC,5
7408-OFWXJ,5
1766-GKNMI,5
6778-EICRF,5
2565-JSLRY,5
3672-YITQD,5
1589-AGTLK,5
9845-QOMAD,5
1035-IPQPU,5
2190-BCXEC,1
7471-WNSUF,5
4860-YZGZM,5
3750-YHRYO,5
2649-HWLYB,5
6741-EGCBI,5
1258-YMZNM,5
1862-QRWPE,5
0201-MIBOL,1
7492-TAFJD,5
2346-DJQTB,5
8859-YSTWS,4
7452-FOLON,1
6814-ZPWFQ,5
6567-HOOPW,5
6408-WHTEF,5
5980-BDHPY,5
0177-PXBAT,5
4223-BKEOR,5
9680-NIAUV,5
7544-ZVIKX,5
0052-YNYOT,1
1627-AFWVJ,5
9701-CDXHR,5
9221-OTIVJ,5
6331-EWIEB,5
7901-TBKJX,5
6120-RJKLU,5
0080-EMYVY,5
7089-RKVSZ,5
3115-CZMZD,5
9375-MHRRS,5
0867-MKZVY,5
5022-KVDQT,5
5787-KXGIY,5
8329-UTMVM,5
6670-MFRPK,5
7808-DVWEP,5
9168-INPSZ,5
5498-IBWPI,5
8249-THVEC,5
8672-OAUPW,5
2397-BRLOM,5
3973-SKMLN,5
1981-INRFU,5
3373-YZZYM,5
7240-FQLHE,1
4981-FLTMF,1
7041-TXQJH,5
7225-IILWY,5
2277-BKJKN,5
3088-LHEFH,5
5781-RFZRP,5
7781-EWARA,5
1937-OTUKY,1
6692-UDPJC,5
2519-LBNQL,5
5299-RULOA,5
9962-BFPDU,5
9796-BPKIW,2
1877-HKBQX,5
9067-SQTNS,5
2809-ZMYOQ,5
4785-QRJHC,5
0016-QLJIS,5
4184-TJFAN,5
5393-RXQSZ,5
2495-KZNFB,5
1439-LCGVL,5
5115-GZDEL,5
3318-NMQXL,5
9087-EYCPR,5
5090-EMGTC,5
1197-BVMVG,5
1343-EHPYB,5
3951-NJCVI,5
6777-TGHTM,5
5760-WRAHC,5
2607-FBDFF,5
9039-RBEEE,5
5655-JSMZM,5
3486-NPGST,5
3810-DVDQQ,5
5909-ECHUI,1
2676-OXPPQ,5
1842-EZJMK,5
5396-IZEPB,1
3022-BEXHZ,5
7216-EWTRS,5
3256-EZDBI,5
6339-DKLMK,1
7998-WNZEM,1
6047-SUHPR,2
9588-OZDMQ,5
9450-TRJUU,1
0870-VEMYL,5
7054-ENNGU,5
9362-MWODR,1
0618-XWMSS,5
5456-ITGIC,5
3638-DIMPH,5
9052-DHNKM,5
5699-BNCAS,5
6630-UJZMY,5
2159-TURXX,5
8854-CCVSQ,5
7056-IMHCC,5
8746-OQQRW,5
4822-RVYBB,5
4908-XAXAY,5
9432-VOFYX,1
7854-EDSSA,5
6993-OHLXR,5
4817-KEQSP,5
2672-TGEFF,1
0219-YTZUE,5
2834-JRTUA,5
1559-DTODC,5
3750-RNQKR,5
8178-EYZUO,5
7511-YMXVQ,2
7670-ZBPOQ,5
4919-IKATY,5
7176-WIONM,1
5002-GCQFH,5
4104-PVRPS,5
6890-PFRQX,5
6319-IEJWJ,5
0224-HJAPT,0
1899-VXWXM,5
4273-MBHYA,0
6537-OTKMY,5
6479-VDGRK,5
1550-LOAHA,5
5996-EBTKM,5
8191-XWSZG,5
3401-URHDA,5
2382-BCKQJ,1
8739-WWKDU,5
5542-DHSXL,5
2545-LXYVJ,5
9220-CXRSC,5
5206-HPJKM,5
9637-CDTKZ,5
7639-LIAYI,5
5248-KWLAR,5
0326-VDYXE,0
2880-FPNAE,5
1038-ZAGBI,5
3496-LFSZU,5
7562-UXTPG,5
8272-ONJLV,5
8922-LIEGH,1
5378-IKEEG,5
9308-ANMVE,3
8049-WJCLQ,5
2057-ZBLPD,5
0674-EYYZV,5
1271-SJBGZ,5
7103-ZGVNT,5
0872-CASZJ,5
0508-OOLTO,5
4900-MSOMT,5
4367-NUYAO,1
3460-TJBWI,5
9809-IMGCQ,5
4950-HKQTE,5
0667-NSRGI,1
5125-CNDSP,5
9867-JCZSP,5
9503-XJUME,1
1328-EUZHC,5
9938-TKDGL,1
4291-HYEBC,5
3346-BRMIS,5
1063-DHQJF,5
7252-NTGSS,5
4236-XPXAV,5
6402-ZFPPI,5
5022-JNQEQ,5
0601-WZHJF,5
3272-VUHPV,1
5035-BVCXS,5
0515-YPMCW,5
6869-FGJJC,5
4489-SNOJF,5
5183-SNMJQ,5
3118-UHVVQ,5
4905-JEFDW,5
8443-WVPSS,1
2673-CXQEU,5
8480-PPONV,2
1410-RSCMR,5
7297-DVYGA,1
8309-IEYJD,5
2961-VNFKL,5
7356-IWLFW,5
4063-EIKNQ,5
6215-NQCPY,1
5018-GWURO,5
9861-PDSZP,5
4682-BLBUC,5
0867-LDTTC,5
2308-STERM,5
9373-WSLOY,5
2055-SIFSS,5
2351-RRBUE,5
5536-RTPWK,5
7803-XOCCZ,5
1820-DJFPH,3
3177-LASXD,5
6653-CBBOM,5
9625-RZFUK,5
6818-WOBHJ,5
5832-TRLPB,5
3688-FTHLT,5
3308-MHOOC,0
1703-MGIAB,5
8051-HJRLT,1
3703-KBKZP,5
2717-HVIZY,5
0020-JDNXP,5
9150-HEPMB,1
2725-KXXWT,1
7245-NIIWQ,5
6701-YVNQG,5
4703-MQYKT,4
2001-EWBQU,5
7123-WQUHX,5
3572-UUHRS,5
7798-JVXYM,5
0956-SYCWG,5
6969-MVBAI,5
1302-TPUBN,1
4818-QIUFN,5
6457-USBER,0
2725-IWWBA,5
7302-ZHMHP,5
3764-MNMOI,5
1212-GLHMD,5
1032-MAELW,5
3104-OWCGK,5
1045-LTCYT,5
3181-VTHOE,5
1360-JYXKQ,5
1926-QUZNN,5
5093-FEGLU,5
4115-NZRKS,5
0930-EHUZA,5
2511-MORQY,1
6350-XFYGW,5
8707-RMEZH,2
5049-MUBWG,1
7351-KYHQH,5
9294-TDIPC,5
0637-YLETY,1
2691-NZETQ,5
8327-LZKAS,5
9073-ZZIAY,1
9495-REDIY,0
4976-LNFVV,4
7826-VVKWT,5
0375-HVGXO,5
1385-TQOZW,5
3503-TYDAY,5
7228-OMTPN,5
3766-EJLFL,5
2446-BEGGB,1
5482-PLVPE,5
4402-FTBXC,5
3934-HXCFZ,5
5961-VUSRV,5
5619-PTMIK,5
8017-LXHFA,5
8231-BSWXX,5
2466-FCCPT,5
5025-GOOKI,5
1215-VFYVK,1
3376-BMGFE,5
8143-ETQTI,5
9819-FBNSV,5
6137-NICCO,5
0999-QXNSA,5
5144-PQCDZ,1
2960-NKRSO,5
4488-KQFDT,5
8020-BWHYL,5
4446-BZKHU,1
4359-INNWN,5
6745-JEFZB,1
9242-TKFSV,5
4672-FOTSD,5
1087-UDSIH,5
3398-FSHON,5
1371-OJCEK,5
0384-RVBPI,5
7120-RFMVS,5
9223-UCPVT,1
9739-JLPQJ,1
0687-ZVTHB,5
4536-PLEQY,5
9444-JTXHZ,5
3148-BLQJT,5
3569-EDBPQ,5
2300-RQGOI,2
4057-FKCZK,5
3074-GQWYX,5
3090-HAWSU,5
6242-MBHPK,1
0455-ENTCR,5
7133-VBDCG,5
0690-SRQID,5
4951-UKAAQ,5
2234-EOFPT,5
2680-XKKNJ,5
5338-YHWYT,5
0489-WMEMG,5
2632-TACXW,1
2275-RBYQS,1
9526-JAWYF,5
3192-NQECA,5
7994-XIRTR,2
0848-ZGQIJ,5
9677-AVKED,5
3629-WEAAM,5
2453-SAFNS,5
6481-LXPWL,5
8775-ERLNB,5
1555-HAPSU,1
0885-HMGPY,5
1041-RXHRA,5
9095-HFAFX,5
0285-INHLN,5
8909-BOLNL,5
6252-DFGTK,5
6734-PSBAW,5
0235-KGSLC,5
7752-XUSCI,2
8082-GHXOP,5
1635-NZATJ,5
3120-FAZKD,5
6854-EXGSF,5
0225-ZORZP,5
4482-EWFMI,5
0967-BMLBD,5
6728-WYQBC,5
1897-OKVMW,5
3235-ETOOB,5
3717-OEAUQ,5
1177-XZBJL,5
3714-NTNFO,5
9398-MMQTO,5
0191-ZHSKZ,5
2364-UFROM,5
7601-GNDYK,5
6595-COKXZ,5
2085-JVGAD,1
8404-FYDIB,0
9365-SRSZE,5
4115-UMJFQ,5
5968-HYJRZ,5
4351-QLCSU,5
8327-WKMIE,1
5524-KHNJP,5
5896-NPFWW,5
5976-JCJRH,5
5039-LZRQT,5
0537-QYZZN,5
0939-YAPAF,1
9473-CBZOP,5
5868-YTYKS,5
8185-UPYBR,5
9770-LXDBK,5
6439-GTPCA,5
6484-LATFU,5
5472-CVMDX,0
9548-LERKT,5
0691-IFBQW,5
7205-BAIAD,5
1480-BKXGA,5
4942-VZZOM,5
0265-PSUAE,5
6198-ZFIOJ,1
3717-OFRTN,5
3536-IQCTX,5
4795-UXVCJ,5
9717-QEBGU,1
9921-QFQUL,5
0620-XEFWH,5
1403-LKLIK,5
4334-HOWRP,5
2272-JKMSI,1
3682-YEUWS,5
8000-REIQB,5
7130-YXBRO,5
7008-LZVOZ,5
2267-FPIMA,5
3547-LQRIK,5
5061-PBXFW,5
9814-AOUDH,5
5032-MIYKT,5
8242-PDSGJ,5
7338-ERIVA,5
1755-FZQEC,5
8902-ZEOVF,5
9249-FXSCK,5
1696-MZVAU,5
6202-DYYFX,0
0880-TKATG,5
4836-WNFNO,5
5651-YLPRD,5
5276-KQWHG,5
8563-OYMQY,2
6122-LJADA,1
2507-QZPQS,5
2209-XADXF,5
3161-ONRWK,4
9776-CLUJA,5
0048-LUMLS,5
9494-BDNNC,1
3911-RSNHI,5
5918-VUKWP,5
2348-KCJLT,5
6575-SUVOI,4
7868-TMWMZ,5
0682-USIXD,5
5499-ECUTN,5
7291-CDTMJ,5
6103-QCKFX,5
8260-NGFNY,5
4765-OXPPD,5
8207-DMRVL,5
5504-WSIUR,5
1444-VVSGW,5
9408-SSNVZ,5
7124-UGSUR,3
0625-AFOHS,5
0988-AADSA,5
5747-PMBSQ,5
6963-EZQEE,5
9435-JMLSX,5
8849-AYPTR,5
6582-PLFUU,5
2962-XPMCQ,5
3696-DFHHB,5
4815-YOSUK,5
3077-RSNTJ,1
4883-QICIH,5
9541-ZPSEA,5
2332-TODQS,1
4091-TVOCN,5
4911-BANWH,5
7779-LGOVN,1
0549-CYCQN,5
3440-JPSCL,5
4778-IZARL,1
8519-IMDHU,1
3453-RTHJQ,5
5995-LFTLE,1
9565-FLVCG,5
3071-MVJCD,5
7853-OETYL,1
5895-QSXOD,4
6023-YEBUP,5
8898-KASCD,5
6377-KSLXC,1
7746-AWNQW,5
4079-WWQQQ,1
2792-LSHWX,3
7054-DMVAS,3
8398-TBIYD,5
9565-JSNFM,5
5676-CFLYY,5
5032-USPKF,3
0118-JPNOY,1
4056-QHXHZ,5
9743-DQKQW,5
5201-FRKKS,5
2528-HFYZX,1
6481-OGDOO,1
4429-WYGFR,2
8087-LGYHQ,5
8344-WFMFH,5
9371-BITHB,5
8008-HAWED,5
0334-ZFJSR,5
9227-YBAXE,1
2065-MMKGR,5
4685-ERGHK,5
0504-HHAPI,1
9746-UGFAC,5
9518-XXBXE,5
2650-GYRYL,5
0697-ZMSWS,5
2309-OSFEU,5
8345-MVDYC,5
9965-YOKZB,5
3160-TYXLT,1
7142-HVGBG,2
8232-UTFOZ,5
6485-QXWWE,5
9624-EGDEQ,0
6583-SZVGP,1
9722-UJOJR,5
5567-GZKQY,1
3063-QFSZL,5
6416-JNVRK,5
0786-VSSUD,1
9912-GVSEQ,5
2378-HTWFW,5
2530-FMFXO,5
5057-LCOUI,5
1574-DYCWE,5
8873-TMKGR,5
6956-SMUCM,3
4194-WHFCB,5
0207-MDKNV,5
2842-BCQGE,5
6168-YBYNP,5
2587-YNLES,5
8166-ORCHU,5
9028-LIHRP,5
1304-NECVQ,5
0835-JKADZ,0
5656-MJEFC,5
5989-OMNJE,5
1095-JUDTC,5
6980-IMXXE,5
4495-LHSSK,1
2410-CIYFZ,0
2889-FPWRM,5
6100-FJZDG,5
5597-GLBUC,5
7711-YIJWC,5
9659-ZTWSM,5
7137-NAXML,5
2720-FVBQP,5
9046-DQMTP,1
0536-ESJEP,5
2235-ZGKPT,5
4195-NZGTA,5
8404-VIOMB,1
1918-ZBFQJ,5
5199-FPUSP,5
1575-KRZZE,5
7182-OVLBJ,5
3801-HMYNL,5
6872-HXFNF,5
3528-HFRIQ,5
1090-PYKCI,1
9862-KJTYK,5
9670-BPNXF,5
7610-TVOPG,5
9286-BHDQG,5
5505-OVWQW,5
0475-RIJEP,1
0206-TBWLC,5
9575-IWCAZ,3
9501-UKKNL,5
0348-SDKOL,0
7343-EOBEU,5
0946-CLJTI,5
4472-VESGY,5
8129-GMVGI,5
6458-CYIDZ,5
7603-USHJS,1
6923-AQONU,5
8406-LNMHF,5
2108-YKQTY,5
1423-BMPBQ,5
4143-OOBWZ,5
0384-LPITE,1
2105-PHWON,5
6051-PTVNS,1
2778-OCLGR,0
5288-AHOUP,5
2782-LFZVW,5
2091-RFFBA,5
1972-XMUWV,5
8404-GFGCZ,5
3137-LUPIX,1
0778-NELLA,5
0396-YCHWO,5
8945-GRKHX,5
5666-CYCYZ,3
4654-DLAMQ,5
3768-VHXQO,1
5982-FPVQN,1
1194-SPVSP,5
1240-KNSEZ,1
0018-NYROU,5
3221-CJMSG,5
3753-TSEMP,5
0137-UDEUO,5
5136-RGMZO,5
0512-FLFDW,5
4776-XSKYQ,1
0151-ONTOV,5
1459-QNFQT,5
6122-EFVKN,5
5791-KAJFD,5
8999-BOHSE,5
1223-UNPKS,5
8263-OKETD,5
5331-RGMTT,1
6917-IAYHD,5
2234-XADUH,5
5572-ZDXHY,5
8565-HBFNN,5
1448-PWKYE,5
8879-XUAHX,5
7128-GGCNO,5
1116-FRYVH,5
1061-PNTHC,5
9755-JHNMN,5
3030-ZKIWL,5
5996-NRVXR,1
2371-JUNGC,1
4992-LTJNE,5
8626-PTQGE,3
0839-QNXME,5
6898-RBTLU,1
9330-VOFSZ,5
4829-AUOAX,5
1730-VFMWO,1
7734-DBOAI,5
9488-FYQAU,1
2227-JRSJX,1
5066-GFJMM,1
3658-QQJYD,5
3057-VJJQE,5
3429-IFLEM,5
4518-FZBSX,5
3173-WSSUE,2
8219-VYBVI,1
9114-AAFQH,1
9451-WLYRI,5
0886-QGENL,1
3466-RITXD,5
5356-RHIPP,5
8148-BPLZQ,5
4946-EDSEW,5
6578-KRMAW,5
8245-UMPYT,3
8884-MRNSU,5
4980-URKXC,5
7760-OYPDY,5
2305-MRGLV,5
1501-SGHBW,1
3538-WZPHD,5
3318-OSATS,1
2731-GJRDG,5
9924-JPRMC,5
7156-MHUGY,5
2873-ZLIWT,2
3577-AMVUX,1
6143-JQKEA,5
2988-GBIVW,5
6166-YIPFO,4
2892-GESUL,5
3707-LRWZD,5
3164-AALRN,5
3009-JWMPU,5
4623-ZKHLY,1
7975-JMZNT,5
2609-IAICY,5
7083-YNSKY,5
7009-LGECI,5
4476-OSWTN,5
4503-BDXBD,5
5028-GZLDO,1
6918-UMQCG,5
2040-XBAVJ,5
0436-TWFFZ,5
9850-OWRHQ,5
5780-INQIK,5
2672-HUYVI,5
1684-FLBGS,5
2150-OEGBV,5
4735-BJKOU,1
8519-QJGJD,5
4329-YPDDQ,5
4718-WXBGI,5
3807-BPOMJ,5
0345-HKJVM,5
6641-XRPSU,1
4227-OJHAL,5
9253-VIFJQ,5
9070-BCKQP,5
7067-KSAZT,2
0516-WJVXC,5
8901-HJXTF,5
6034-YMTOB,5
9274-CNFMO,5
9467-ROOLM,5
3889-VWBID,0
5562-YJQGT,5
0495-ZBNGW,1
3283-WCWXT,5
3797-VTIDR,5
4522-XRWWI,5
5151-HQRDG,5
6357-JJPQT,1
8966-KZXXA,1
5960-WPXQM,5
7159-NOKYQ,5
0330-BGYZE,5
6270-OMFIW,5
4925-LMHOK,5
9134-CEQMF,2
6198-RTPMF,5
3590-TCXTB,1
0607-DAAHE,5
4441-NIHPT,3
6900-RBKER,5
6112-KTHFQ,5
6898-MDLZW,1
9253-QXKBE,5
6177-PEVRA,1
1810-MVMAI,5
2834-SPCJV,5
3207-OYBWH,5
1353-GHZOS,5
6243-OZGFH,5
5702-SKUOB,5
5382-SOYZL,5
6754-LZUKA,5
6698-OXETB,5
2860-RANUS,5
4011-ARPHK,5
9257-AZMTZ,0
6134-KWTBV,5
1465-WCZVT,5
8276-MQBYC,1
1265-HVPZB,5
3800-LYTRK,5
1430-SFQSA,2
5075-JSDKI,5
0322-CHQRU,2
9578-VRMNM,5
2402-TAIRZ,5
1685-BQULA,5
4565-EVZMJ,5
2452-MRMZF,5
8229-BUJHX,5
8903-WMRNW,5
4827-LTQRJ,2
9522-BNTHX,5
9940-HPQPG,5
6360-SVNWV,5
5698-BQJOH,5
4193-ORFCL,5
9110-HSGTV,5
3956-CJUST,5
9137-UIYPG,1
8775-CEBBJ,5
0813-TAXXS,1
5899-OUVKV,5
8544-GOQSH,5
4890-VMUAV,5
9415-ZNBSX,5
5138-WVKYJ,5
2956-GGUCQ,5
9584-EXCDZ,1
8806-EAGWC,5
1293-HHSHJ,5
9327-QSDED,5
0064-SUDOG,5
0052-DCKON,5
7943-RQCHR,5
2926-JEJJC,1
7176-WRTNX,5
2482-CZGBB,1
0931-MHTEM,5
2810-FTLEM,5
2468-SJFLM,1
8868-WOZGU,5
3571-DPYUH,3
9544-PYPSJ,5
1591-XWLGB,1
1120-BMWUB,5
4742-TXUEX,5
0264-CNITK,5
5386-THSLQ,5
1779-PWPMG,5
6169-PGNCD,5
9742-XOKTS,1
2038-OEQZH,5
0048-PIHNL,5
8107-KNCIM,5
2067-QYTCF,5
5010-IPEAQ,2
0871-URUWO,5
7730-CLDSV,5
0422-OHQHQ,5
3544-FBCAS,5
9492-TOKRI,1
6907-CQGPN,5
4822-YCXMX,4
4698-KVLLG,1
3426-NIYYL,5
7017-VFHAY,5
8204-YJCLA,5
6888-SBYAI,5
5793-YOLJN,1
5108-ADXWO,5
9919-YLNNG,5
6729-FZWSY,5
1960-UYCNN,5
2626-VEEWG,5
7593-JNWRU,1
4353-HYOJD,1
6203-HBZPA,5
4547-FZJWE,4
7469-LKBCI,1
0406-BPDVR,5
0121-SNYRK,1
8237-ULIXL,5
6181-AXXYF,5
8434-PNQZX,5
6559-ILWKJ,5
5663-QBGIS,5
6844-DZKRF,5
4576-CSAJH,1
0442-TDYUO,5
2474-BRUCM,5
6905-NIQIN,5
3990-QYKBE,2
1891-UAWWU,5
4950-BDEUX,5
0461-CVKMU,5
2987-BJXIK,0
9191-MYQKX,5
1965-AKTSX,1
5016-LIPDW,5
0369-ZGOVK,5
3785-NRHYR,5
1097-FSPVW,4
5816-QVHRX,5
3745-HRPHI,5
8285-ABVLB,5
3230-IUALN,5
8640-SDGKB,1
3108-PCCGG,5
8258-GSTJK,3
2000-DHJUY,1
4967-WPNCF,5
4486-EFAEB,5
1852-XEMDW,5
7629-WFGLW,5
1057-FOGLZ,5
6999-CHVCF,5
7016-NVRIC,5
4299-OPXEJ,1
7445-WMRBW,1
4335-UPJSI,5
3296-SILRA,3
